"","dataset","mode","intervention","epoch","loss","accuracy","precision","recall","val_loss","val_accuracy","val_precision","val_recall","f1","val_f1","logodds","val_logodds","start","end","duration","emissions","emissions_rate","cpu_power","gpu_power","ram_power","cpu_energy","gpu_energy","ram_energy","energy_consumed","utilization_gpu","utilization_memory","memory_total","memory_used","power_draw","temperature_gpu","energy_nvidia","val_logodds_centered","logodds_centered","energy_centered","energy_nvidia_centered","duration_centered","energy_centered_cumulative","duration_centered_cumulative","energy_nvidia_centered_cumulative","energy_nvidia_cumulative","energy_cumulative","duration_cumulative","score"
"11","caltech101","freeze",0,11,2.55457782745361,0.409284085035324,0.9109947681427,0.11376266926527,2.52022385597229,0.439276903867722,0.901140689849854,0.155792936682701,0.202266785733705,0.265657844374884,-0.366925717131789,-0.244097219137031,2023-01-11 14:41:48.494952,2023-01-11 14:41:51,2.50504755973816,3.97660062000732e-05,0.0158743517844546,60,241.473,1.5,4.17474985122681e-05,0.0001665827843628,9.64486598968506e-07,0.000209294769474,6.5,3,24268,23557,122.845,45.5,8.54812687433428e-05,-1.73224656649379,-2.43469222635217,0.00135816463016562,0.000736452577452825,20.476450150013,0.0171996440101996,266.960685842037,0.00963798804999294,0.00247730365418864,0.0045620755425917,69.2752573490143,177.320573166309
"12","caltech101","freeze",0,12,2.49937295913696,0.414514541625977,0.944584369659424,0.122589081525803,2.45131015777588,0.44585046172142,0.915319502353668,0.195398524403572,0.217013888738654,0.322047676924593,-0.345333290186171,-0.217450966836277,2023-01-11 14:41:52.650722,2023-01-11 14:41:58,5.34927845001221,5.96214560829812e-05,0.011145700609929,60,150.353,1.5,8.91507109006246e-05,0.0002224982860073,2.14814037084579e-06,0.0003137971372788,14.2,7,24268,23557,159.172,46.6,0.000236515374845929,-1.70560031419304,-2.41309979940655,0.00146266699797042,0.000887486683555411,23.320681040287,0.01866231100817,290.281366882324,0.0105254747335484,0.00271381902903457,0.0048758726798705,74.6245357990265,164.288943717824
"13","caltech101","freeze",0,13,2.44535732269287,0.415822178125381,0.937062919139862,0.131415501236916,2.39697694778442,0.470994234085083,0.903832256793976,0.205423176288605,0.230504595808061,0.334761656306251,-0.339947713545688,-0.116153479365113,2023-01-11 14:41:58.506963,2023-01-11 14:42:04,5.49303698539734,6.86544491913087e-05,0.0124984501968254,60,177.469,1.5,9.12093122800191e-05,0.0002679774666544,2.15242733558019e-06,0.00036133920627,13.8,6.2,24268,23557,131.016,47,0.000199909926021894,-1.60430282672187,-2.40771422276607,0.00151020906696162,0.000850881234731376,23.4644395756721,0.0201725200751316,313.745806457996,0.0113763559682797,0.00291372895505646,0.0052372118861405,80.1175727844238,161.646550296905
"14","caltech101","freeze",0,14,2.40843653678894,0.421052634716034,0.913419902324676,0.137953579425812,2.42821931838989,0.452259659767151,0.890013515949249,0.216762527823448,0.239704628719881,0.348619001286976,-0.31845371824935,-0.191544859562666,2023-01-11 14:42:06.387585,2023-01-11 14:42:10,3.6124153137207,5.60185661172118e-05,0.0155072330427904,60,234.041,1.5,6.01665616035462e-05,0.0002332436622628,1.4243346452713e-06,0.0002948345585116,8.66666666666667,4,24268,23557,126.643333333333,46.6666666666667,0.000127080087976102,-1.67969420691942,-2.38622022746973,0.00144370441920322,0.000778051396685584,21.5838179039955,0.0216162244943348,335.329624361992,0.0121544073649653,0.00304080904303256,0.0055320464446521,83.7299880981445,148.730043013854
"15","caltech101","freeze",0,15,2.36124634742737,0.432167381048203,0.922606945037842,0.148087605834007,2.36491584777832,0.467707484960556,0.913101613521576,0.224486440420151,0.255211261709007,0.360374619355584,-0.273013721016527,-0.129350110166494,2023-01-11 14:42:10.653662,2023-01-11 14:42:13,2.34633827209473,3.67167993886603e-05,0.0156485532479853,60,237.52,1.5,3.91023715337117e-05,0.0001532464287016,8.97512336572011e-07,0.0001932463125718,7,3,24268,23557,153.445,47.5,0.000100009410044882,-1.61749945752325,-2.34078023023691,0.00134211617326342,0.000750980718754364,20.3177408623695,0.0229583406675983,355.647365224361,0.0129053880837197,0.00314081845307745,0.0057252927572239,86.0763263702393,148.912613685864
"16","caltech101","freeze",0,16,2.31022095680237,0.437397837638855,0.942056059837341,0.16475972533226,2.40651726722717,0.45094496011734,0.899219751358032,0.22728019952774,0.280467444982469,0.362849273712329,-0.251729575001964,-0.196853398875624,2023-01-11 14:42:13.668154,2023-01-11 14:42:16,2.33184623718262,3.65971428989344e-05,0.0156944923363179,60,238.346,1.5,3.88604640960693e-05,0.0001528634954382,8.9258203903834e-07,0.0001926165415733,6,3,24268,23557,175.905,48,0.000113939836764336,-1.68500274623238,-2.31949608422235,0.00134148640226492,0.000764911145473818,20.3032488274574,0.0242998270698632,375.950614051819,0.0136702992291935,0.00325475828984178,0.0059179092987972,88.4081726074219,138.54944667466
"17","caltech101","freeze",0,17,2.26003193855286,0.457992821931839,0.926186263561249,0.172278523445129,2.41392111778259,0.450780600309372,0.89319771528244,0.230895638465881,0.290518191951049,0.366936528996826,-0.168425733666682,-0.197517249493671,2023-01-11 14:42:17.65289,2023-01-11 14:42:20,2.34711027145386,3.67368919914299e-05,0.0156519667772891,60,237.7,1.5,3.91147613525391e-05,0.0001533430589371,8.94242823123932e-07,0.0001933520631127,11,5,24268,23557,152.72,48.5,9.95696335156759e-05,-1.68566659685043,-2.23619224288706,0.00134222192380432,0.000750540942225158,20.3185128617287,0.0256420489936675,396.269126913547,0.0144208401714187,0.00335432792335746,0.0061112613619099,90.7552828788757,134.387755344496
"18","caltech101","freeze",0,18,2.23618149757385,0.45831972360611,0.913559317588806,0.176201373338699,2.28125166893005,0.481347590684891,0.880120456218719,0.240098610520363,0.295423403919092,0.377275668488298,-0.167108904388962,-0.0746442763429404,2023-01-11 14:42:20.608365,2023-01-11 14:42:26,5.39163494110107,6.76808631978671e-05,0.0125529387536844,60,177.516,1.5,8.98420969645182e-05,0.000264224472711,2.14849978685379e-06,0.0003562150694624,12.4,5.6,24268,23557,156.212,48.8,0.000233955021505356,-1.5627936236997,-2.23487541360934,0.00150508493015402,0.000884926330214838,23.3630375313759,0.0271471339238215,419.632164444923,0.0153057665016335,0.00358828294486281,0.0064674764313723,96.1469178199768,134.144268465232
"19","caltech101","freeze",0,19,2.2049822807312,0.452762335538864,0.926174521446228,0.18045112490654,2.34530472755432,0.487428098917007,0.904387712478638,0.226951524615288,0.302051980822196,0.362848142202848,-0.189515852992856,-0.0502982058089917,2023-01-11 14:42:27.549526,2023-01-11 14:42:30,2.45047426223755,3.84473347333325e-05,0.015689752520896,60,238.234,1.5,4.08378561337789e-05,0.0001605786899031,9.37847296396891e-07,0.0002023543933333,11,5,24268,23557,131.805,48.5,8.97179889261723e-05,-1.53844755316575,-2.25728236221324,0.00135122425402492,0.000740689297635654,20.4218768525124,0.0284983581778465,440.054041297436,0.0160464557992691,0.00367800093378899,0.0066698308247056,98.5973920822144,132.525278729299
"20","caltech101","freeze",0,20,2.14855194091797,0.487414181232452,0.930868148803711,0.189277544617653,2.27130770683289,0.494987666606903,0.907002210617065,0.272473305463791,0.314588430064281,0.419057262351609,-0.0503539118041451,-0.0200500052250892,2023-01-11 14:42:30.654951,2023-01-11 14:42:33,2.34504866600037,3.69614463658657e-05,0.0157614837174811,60,239.609,1.5,3.90807747840881e-05,0.0001545577247004,8.95428756872813e-07,0.0001945339282413,7,3,24268,23557,153.685,49,0.000100110778953963,-1.50819935258185,-2.11812042102453,0.00134340378893292,0.000751082087663445,20.3164512562752,0.0298417619667794,460.370492553711,0.0167975378869326,0.00377811171274295,0.0068643647529469,100.942440748215,131.014566069444
"21","caltech101","freeze",0,21,2.13957715034485,0.479241579771042,0.899999976158142,0.191238969564438,2.28508043289185,0.489071488380432,0.901234567165375,0.239934265613556,0.315448910109294,0.378974692976504,-0.0830814372618156,-0.0437210096369614,2023-01-11 14:42:34.533123,2023-01-11 14:42:40,5.466876745224,6.85057795041005e-05,0.0125310634749446,60,178.013,1.5,9.07671133677165e-05,0.0002676396001656,2.15002069870631e-06,0.0003605567342321,11.8,5.6,24268,23557,152.954,49.2,0.000232272407135831,-1.53187035699372,-2.1508479464822,0.00150942659492372,0.000883243715845313,23.4382793354988,0.0313511885617031,483.80877188921,0.0176807816027779,0.00401038411987878,0.007224921487179,106.409317493439,121.951282909831
"22","caltech101","freeze",0,22,2.09881138801575,0.480222284793854,0.922058820724487,0.204968944191933,2.26450872421265,0.483483970165253,0.891671538352966,0.251602292060852,0.335383792396228,0.392463462115332,-0.0791521593985457,-0.0660881629754234,2023-01-11 14:42:41.615165,2023-01-11 14:42:48,6.3848352432251,8.00533813546101e-05,0.0125380496606477,60,177.75,1.5,0.0001063483754793,0.0003124506068229,2.53460377454758e-06,0.0004213335860768,12.6666666666667,5.66666666666667,24268,23557,140.601666666667,49.3333333333333,0.000249366243497089,-1.55423751033218,-2.14691866861893,0.00157020344676842,0.000900337552206571,24.3562378334999,0.0329213920084715,508.16500972271,0.0185811191549845,0.00425975036337587,0.0076462550732558,112.794152736664,113.500540858476
"23","caltech101","freeze",0,23,2.08222460746765,0.49820202589035,0.9073805809021,0.204968944191933,2.27489161491394,0.481183230876923,0.887174010276794,0.273952335119247,0.334399998295578,0.418633842451549,-0.00719192743793521,-0.0753026398832441,2023-01-11 14:42:48.47921,2023-01-11 14:42:51,2.52079010009766,3.94722088250021e-05,0.0156586654412332,60,238.035,1.5,4.20097708702087e-05,0.0001647757876664,9.62908963362376e-07,0.0002077484675,7,3,24268,23557,127.17,49,8.90469102859497e-05,-1.56345198724,-2.07495843665832,0.00135661832819162,0.000740018218995432,20.4921926903725,0.0342780103366632,528.657202413082,0.0193211373739799,0.00434879727366182,0.0078540035407558,115.314942836761,110.647427460271
"24","caltech101","freeze",0,24,2.03941082954407,0.498528927564621,0.909090936183929,0.215756788849831,2.29990005493164,0.464749395847321,0.880145907402039,0.277567803859711,0.348745055527661,0.422038996717837,-0.0058843067201663,-0.141236729550321,2023-01-11 14:42:52.672293,2023-01-11 14:42:55,2.32770681381226,3.65771133601825e-05,0.015713797434943,60,238.836,1.5,3.87916525204976e-05,0.0001528338379923,8.85632435480754e-07,0.0001925111229483,13,6,24268,23557,152.67,49.5,9.87141664624214e-05,-1.62938607690708,-2.07365081594055,0.00134138098363992,0.000749685475171903,20.2991094040871,0.0356193913203031,548.956311817169,0.0200708228491518,0.00444751144012424,0.0080465146637041,117.642649650574,104.496503742402
"25","caltech101","freeze",0,25,2.02054071426392,0.502124905586243,0.924965918064117,0.221641063690185,2.30305767059326,0.483812659978867,0.872622489929199,0.248808547854423,0.357594944421558,0.387212280076534,0.00849967351578739,-0.0647719960191188,2023-01-11 14:42:55.658002,2023-01-11 14:42:58,2.34199810028076,3.66080787005319e-05,0.0156311308263415,60,237.128,1.5,3.90299280484517e-05,0.0001527546807246,8.89489650726318e-07,0.0001926740984238,7,3,24268,23557,154.095,50,0.000100247277017434,-1.55292134337588,-2.05926683570459,0.00134154395911542,0.000751218585726916,20.3134006905556,0.0369609352794185,569.269712507725,0.0208220414348787,0.00454775871714167,0.0082391887621279,119.984647750854,106.384856820845
"26","caltech101","freeze",0,26,1.963054895401,0.517816305160522,0.925233662128448,0.226544618606567,2.25545120239258,0.496631056070328,0.882386386394501,0.255217760801315,0.363970584642532,0.395920985788046,0.0712954050513118,-0.0134759796537546,2023-01-11 14:42:58.757953,2023-01-11 14:43:02,3.24204707145691,5.13584983621359e-05,0.0158413796068224,60,240.456,1.5,5.40306131045024e-05,0.0002150104061889,1.26686682303747e-06,0.0002703078861165,4.66666666666667,2,24268,23557,151.873333333333,49.6666666666667,0.00013677235987937,-1.50162532701051,-1.99647110416907,0.00141917774680812,0.000787743668588852,21.2134496617317,0.0383801130262266,590.483162169456,0.0216097851034676,0.00468453107702105,0.0085094966482444,123.226694822311,106.015105440637
"27","caltech101","freeze",0,27,1.96349835395813,0.517489373683929,0.913881719112396,0.232428893446922,2.22359919548035,0.485784709453583,0.876167058944702,0.293015599250793,0.370602024246153,0.439162544912738,0.0699860469950782,-0.0568764898734035,2023-01-11 14:43:03.645932,2023-01-11 14:43:06,2.3540678024292,3.70052045945989e-05,0.0157196851154468,60,238.84,1.5,3.92311930656433e-05,0.0001546346225208,8.98419121901194e-07,0.0001947642347084,11,5,24268,23557,150.215,50.5,9.82267485949728e-05,-1.54502583723016,-1.9977804622253,0.00134363409540002,0.000749198057304455,20.325470392704,0.0397237471216266,610.80863256216,0.022358983160772,0.00478275782561602,0.0087042608829528,125.580762624741,101.56999939486
